city,state,zip,address,type,year built,heat type,cooling type,garage type,HOA cost,sqft,price per sqft,buyers fee,listing price
Salem,OR,97302,3850-Shaniko-Way-SE,Single family residence,Built in 1959,Forced air,No data,2 Attached garage spaces,0,"9,760 sqft",$216 price/sqft,2.5% buyers agency fee,350000
Salem,OR,97304,501-Kingwood-Dr-NW,Single family residence,Built in 1961,Electric,No data,2 Carport spaces,0,"7,236 sqft",$162 price/sqft,2.25% buyers agency fee,399900
Salem,OR,97305,3056-Hollyridge-Loop-NE,Single family residence,Built in 2004,"Electric, heat pump",No data,2 Attached garage spaces,0,$160 monthly HOA fee,"4,791 sqft",$320 price/sqft,425000
Salem,OR,97306,2556-Dragonfly-Ct-SE,Single family residence,Built in 2016,"Natural gas, forced air",Central air,2 Attached garage spaces,0,"7,841 sqft",$291 price/sqft,2.5% buyers agency fee,620000
Salem,OR,97302,691-Salem-Heights-Ave-S,Single family residence,Built in 1954,"Natural gas, forced air",No data,2 Attached garage spaces,0,0.38 Acres,$206 price/sqft,2.25% buyers agency fee,499900
Salem,OR,97306,5623-Hawk-Hill-St-SE,Single family residence,Built in 2010,"Natural gas, forced air",No data,2 Attached garage spaces,0,"6,669 sqft",$247 price/sqft,2.5% buyers agency fee,360000
Salem,OR,97301,2932-Fredrick-St-NE,Single family residence,Built in 1947,"Electric, heat pump, zoned",No data,No garage,0,"6,969 sqft",$258 price/sqft,2.5% buyers agency fee,416000
Salem,OR,97302,3850-Shaniko-Way-SE,Single family residence,Built in 1959,Forced air,No data,2 Attached garage spaces,0,"9,760 sqft",$216 price/sqft,2.5% buyers agency fee,350000
Salem,OR,97304,501-Kingwood-Dr-NW,Single family residence,Built in 1961,Electric,No data,2 Carport spaces,0,"7,236 sqft",$162 price/sqft,2.25% buyers agency fee,399900
Salem,OR,97305,3056-Hollyridge-Loop-NE,Single family residence,Built in 2004,"Electric, heat pump",No data,2 Attached garage spaces,0,$160 monthly HOA fee,"4,791 sqft",$320 price/sqft,425000
Salem,OR,97306,2556-Dragonfly-Ct-SE,Single family residence,Built in 2016,"Natural gas, forced air",Central air,2 Attached garage spaces,0,"7,841 sqft",$291 price/sqft,2.5% buyers agency fee,620000
Salem,OR,97302,691-Salem-Heights-Ave-S,Single family residence,Built in 1954,"Natural gas, forced air",No data,2 Attached garage spaces,0,0.38 Acres,$206 price/sqft,2.25% buyers agency fee,499900
Salem,OR,97306,5623-Hawk-Hill-St-SE,Single family residence,Built in 2010,"Natural gas, forced air",No data,2 Attached garage spaces,0,"6,669 sqft",$247 price/sqft,2.5% buyers agency fee,360000
Salem,OR,97301,2932-Fredrick-St-NE,Single family residence,Built in 1947,"Electric, heat pump, zoned",No data,No garage,0,"6,969 sqft",$258 price/sqft,2.5% buyers agency fee,416000
Salem,OR,97302,3850-Shaniko-Way-SE,Single family residence,Built in 1959,Forced air,No data,2 Attached garage spaces,0,"9,760 sqft",$216 price/sqft,2.5% buyers agency fee,350000
Salem,OR,97304,501-Kingwood-Dr-NW,Single family residence,Built in 1961,Electric,No data,2 Carport spaces,0,"7,236 sqft",$162 price/sqft,2.25% buyers agency fee,399900
Salem,OR,97305,3056-Hollyridge-Loop-NE,Single family residence,Built in 2004,"Electric, heat pump",No data,2 Attached garage spaces,0,$160 monthly HOA fee,"4,791 sqft",$320 price/sqft,425000
Salem,OR,97306,2556-Dragonfly-Ct-SE,Single family residence,Built in 2016,"Natural gas, forced air",Central air,2 Attached garage spaces,0,"7,841 sqft",$291 price/sqft,2.5% buyers agency fee,620000
Salem,OR,97302,691-Salem-Heights-Ave-S,Single family residence,Built in 1954,"Natural gas, forced air",No data,2 Attached garage spaces,0,0.38 Acres,$206 price/sqft,2.25% buyers agency fee,499900
Salem,OR,97306,5623-Hawk-Hill-St-SE,Single family residence,Built in 2010,"Natural gas, forced air",No data,2 Attached garage spaces,0,"6,669 sqft",$247 price/sqft,2.5% buyers agency fee,360000
Salem,OR,97301,2932-Fredrick-St-NE,Single family residence,Built in 1947,"Electric, heat pump, zoned",No data,No garage,0,"6,969 sqft",$258 price/sqft,2.5% buyers agency fee,416000
Salem,OR,97302,3850-Shaniko-Way-SE,Single family residence,Built in 1959,Forced air,No data,2 Attached garage spaces,0,"9,760 sqft",$216 price/sqft,2.5% buyers agency fee,350000
Salem,OR,97304,501-Kingwood-Dr-NW,Single family residence,Built in 1961,Electric,No data,2 Carport spaces,0,"7,236 sqft",$162 price/sqft,2.25% buyers agency fee,399900
Salem,OR,97305,3056-Hollyridge-Loop-NE,Single family residence,Built in 2004,"Electric, heat pump",No data,2 Attached garage spaces,0,$160 monthly HOA fee,"4,791 sqft",$320 price/sqft,425000
Salem,OR,97306,2556-Dragonfly-Ct-SE,Single family residence,Built in 2016,"Natural gas, forced air",Central air,2 Attached garage spaces,0,"7,841 sqft",$291 price/sqft,2.5% buyers agency fee,620000
Salem,OR,97302,691-Salem-Heights-Ave-S,Single family residence,Built in 1954,"Natural gas, forced air",No data,2 Attached garage spaces,0,0.38 Acres,$206 price/sqft,2.25% buyers agency fee,499900
Salem,OR,97306,5623-Hawk-Hill-St-SE,Single family residence,Built in 2010,"Natural gas, forced air",No data,2 Attached garage spaces,0,"6,669 sqft",$247 price/sqft,2.5% buyers agency fee,360000
Salem,OR,97301,2932-Fredrick-St-NE,Single family residence,Built in 1947,"Electric, heat pump, zoned",No data,No garage,0,"6,969 sqft",$258 price/sqft,2.5% buyers agency fee,416000
Salem,OR,97302,3850-Shaniko-Way-SE,Single family residence,Built in 1959,Forced air,No data,2 Attached garage spaces,0,"9,760 sqft",$216 price/sqft,2.5% buyers agency fee,350000
Salem,OR,97304,501-Kingwood-Dr-NW,Single family residence,Built in 1961,Electric,No data,2 Carport spaces,0,"7,236 sqft",$162 price/sqft,2.25% buyers agency fee,399900
Salem,OR,97305,3056-Hollyridge-Loop-NE,Single family residence,Built in 2004,"Electric, heat pump",No data,2 Attached garage spaces,0,$160 monthly HOA fee,"4,791 sqft",$320 price/sqft,425000
Salem,OR,97306,2556-Dragonfly-Ct-SE,Single family residence,Built in 2016,"Natural gas, forced air",Central air,2 Attached garage spaces,0,"7,841 sqft",$291 price/sqft,2.5% buyers agency fee,620000
Salem,OR,97302,691-Salem-Heights-Ave-S,Single family residence,Built in 1954,"Natural gas, forced air",No data,2 Attached garage spaces,0,0.38 Acres,$206 price/sqft,2.25% buyers agency fee,499900
Salem,OR,97306,5623-Hawk-Hill-St-SE,Single family residence,Built in 2010,"Natural gas, forced air",No data,2 Attached garage spaces,0,"6,669 sqft",$247 price/sqft,2.5% buyers agency fee,360000
Salem,OR,97301,2932-Fredrick-St-NE,Single family residence,Built in 1947,"Electric, heat pump, zoned",No data,No garage,0,"6,969 sqft",$258 price/sqft,2.5% buyers agency fee,416000
Salem,OR,97302,3850-Shaniko-Way-SE,Single family residence,Built in 1959,Forced air,No data,2 Attached garage spaces,0,"9,760 sqft",$216 price/sqft,2.5% buyers agency fee,350000
Salem,OR,97304,501-Kingwood-Dr-NW,Single family residence,Built in 1961,Electric,No data,2 Carport spaces,0,"7,236 sqft",$162 price/sqft,2.25% buyers agency fee,399900
Salem,OR,97305,3056-Hollyridge-Loop-NE,Single family residence,Built in 2004,"Electric, heat pump",No data,2 Attached garage spaces,0,$160 monthly HOA fee,"4,791 sqft",$320 price/sqft,425000
Salem,OR,97306,2556-Dragonfly-Ct-SE,Single family residence,Built in 2016,"Natural gas, forced air",Central air,2 Attached garage spaces,0,"7,841 sqft",$291 price/sqft,2.5% buyers agency fee,620000
Salem,OR,97302,691-Salem-Heights-Ave-S,Single family residence,Built in 1954,"Natural gas, forced air",No data,2 Attached garage spaces,0,0.38 Acres,$206 price/sqft,2.25% buyers agency fee,499900
Corvallis,OR,97333,4010-SW-West-Hills-Rd,Single family residence,Built in 1917,"Natural gas, forced air",No data,1 Carport space,0,0.61 Acres,$340 price/sqft,3% buyers agency fee,750000
Corvallis,OR,97330,536-NW-30th-St,Single family residence,Built in 1940,"Natural gas, forced air",No data,No garage,0,"2,613 sqft",$516 price/sqft,3% buyers agency fee,349000
Corvallis,OR,97330,3700-NW-Marshall-Dr,Single family residence,Built in 1974,"Heat pump, forced air",No data,2 Attached garage spaces,0,5 Acres,$316 price/sqft,2.25% buyers agency fee,950000
Corvallis,OR,97333,1330-SW-Maple-Tree-Ct,Condominium,Built in 1981,"Electric, forced air",No data,1 Carport space,0,$205 monthly HOA fee,$335 price/sqft,2.5% buyers agency fee,380000
Corvallis,OR,97330,3950-NE-Highway-20,Single family residence,Built in 1924,"Electric, forced air",Central air,2 Garage spaces,0,2.11 Acres,$377 price/sqft,2.5% buyers agency fee,649000
Corvallis,OR,97333,4840-Nash-St,Single family residence,Built in 1953,"Natural gas, wood, stove, forced air",No data,1 Attached garage space,0,6 Acres,$595 price/sqft,2.5% buyers agency fee,709999
Corvallis,OR,97330,6241-NE-William-R-Carr-St,Single family residence,Built in 2020,"Electric, heat pump, zoned",No data,Attached garage,0,"2,178 sqft",$280 price/sqft,2.5% buyers agency fee,350000
Corvallis,OR,97330,2869-NW-Daylily-Ave,Single family residence,Built in 2002,"Natural gas, forced air",Central air,2 Attached garage spaces,$190 monthly HOA fee,"2,178 sqft",$270 price/sqft,2.5% buyers agency fee,430000
Corvallis,OR,97330,7175-NW-Lathrop-Ln,Single family residence,Built in 2016,"Natural gas, radiant ceiling, forced air",Central air,3 Attached garage spaces,0,1.73 Acres,$350 price/sqft,2.5% buyers agency fee,1825000
Corvallis,OR,97330,965-NW-Wild-Rose-Dr,Single family residence,Built in 1990,No data,Central air,2 Attached garage spaces,0,1.24 Acres,$319 price/sqft,2.70% buyers agency fee,958500
Corvallis,OR,97330,2875-NW-13th-St,Single family residence,Built in 2006,"Natural gas, forced air",Central air,2 Attached garage spaces,0,"8,712 sqft",$259 price/sqft,2.25% buyers agency fee,715700
Corvallis,OR,97333,29418-Highway-34,Single family residence,Built in 1935,Natural gas,No data,2 Garage spaces,0,30.50 Acres,$553 price/sqft,2.5% buyers agency fee,1350000
Corvallis,OR,97330,621-NW-Harman-Ln,Single family residence,Built in 1967,"Natural gas, forced air, zoned",Central air,2 Attached garage spaces,0,3.40 Acres,$470 price/sqft,2.5% buyers agency fee,1200000
Corvallis,OR,97333,4906-SW-Hollyhock-Cir,Single family residence,Built in 2005,"Heat pump, forced air",Central air,2 Attached garage spaces,$167 monthly HOA fee,"4,356 sqft",$243 price/sqft,2.5% buyers agency fee,598000
Corvallis,OR,97333,4010-SW-West-Hills-Rd,Single family residence,Built in 1917,"Natural gas, forced air",No data,1 Carport space,0,0.61 Acres,$340 price/sqft,3% buyers agency fee,750000
Corvallis,OR,97330,536-NW-30th-St,Single family residence,Built in 1940,"Natural gas, forced air",No data,No garage,0,"2,613 sqft",$516 price/sqft,3% buyers agency fee,349000
Corvallis,OR,97330,3700-NW-Marshall-Dr,Single family residence,Built in 1974,"Heat pump, forced air",No data,2 Attached garage spaces,0,5 Acres,$316 price/sqft,2.25% buyers agency fee,950000
Corvallis,OR,97333,1330-SW-Maple-Tree-Ct,Condominium,Built in 1981,"Electric, forced air",No data,1 Carport space,0,$205 monthly HOA fee,$335 price/sqft,2.5% buyers agency fee,380000
Corvallis,OR,97333,4010-SW-West-Hills-Rd,Single family residence,Built in 1917,"Natural gas, forced air",No data,1 Carport space,0,0.61 Acres,$340 price/sqft,3% buyers agency fee,750000
Corvallis,OR,97330,536-NW-30th-St,Single family residence,Built in 1940,"Natural gas, forced air",No data,No garage,0,"2,613 sqft",$516 price/sqft,3% buyers agency fee,349000
Corvallis,OR,97330,3700-NW-Marshall-Dr,Single family residence,Built in 1974,"Heat pump, forced air",No data,2 Attached garage spaces,0,5 Acres,$316 price/sqft,2.25% buyers agency fee,950000
Corvallis,OR,97333,1330-SW-Maple-Tree-Ct,Condominium,Built in 1981,"Electric, forced air",No data,1 Carport space,0,$205 monthly HOA fee,$335 price/sqft,2.5% buyers agency fee,380000
Corvallis,OR,97333,4010-SW-West-Hills-Rd,Single family residence,Built in 1917,"Natural gas, forced air",No data,1 Carport space,0,0.61 Acres,$340 price/sqft,3% buyers agency fee,750000
Corvallis,OR,97330,536-NW-30th-St,Single family residence,Built in 1940,"Natural gas, forced air",No data,No garage,0,"2,613 sqft",$516 price/sqft,3% buyers agency fee,349000
Corvallis,OR,97330,3700-NW-Marshall-Dr,Single family residence,Built in 1974,"Heat pump, forced air",No data,2 Attached garage spaces,0,5 Acres,$316 price/sqft,2.25% buyers agency fee,950000
Corvallis,OR,97333,1330-SW-Maple-Tree-Ct,Condominium,Built in 1981,"Electric, forced air",No data,1 Carport space,0,$205 monthly HOA fee,$335 price/sqft,2.5% buyers agency fee,380000
Corvallis,OR,97333,4010-SW-West-Hills-Rd,Single family residence,Built in 1917,"Natural gas, forced air",No data,1 Carport space,0,0.61 Acres,$340 price/sqft,3% buyers agency fee,750000
Corvallis,OR,97330,536-NW-30th-St,Single family residence,Built in 1940,"Natural gas, forced air",No data,No garage,0,"2,613 sqft",$516 price/sqft,3% buyers agency fee,349000
Corvallis,OR,97330,3700-NW-Marshall-Dr,Single family residence,Built in 1974,"Heat pump, forced air",No data,2 Attached garage spaces,0,5 Acres,$316 price/sqft,2.25% buyers agency fee,950000
Corvallis,OR,97333,1330-SW-Maple-Tree-Ct,Condominium,Built in 1981,"Electric, forced air",No data,1 Carport space,0,$205 monthly HOA fee,$335 price/sqft,2.5% buyers agency fee,380000
Corvallis,OR,97333,4010-SW-West-Hills-Rd,Single family residence,Built in 1917,"Natural gas, forced air",No data,1 Carport space,0,0.61 Acres,$340 price/sqft,3% buyers agency fee,750000
Corvallis,OR,97330,536-NW-30th-St,Single family residence,Built in 1940,"Natural gas, forced air",No data,No garage,0,"2,613 sqft",$516 price/sqft,3% buyers agency fee,349000
Corvallis,OR,97330,3700-NW-Marshall-Dr,Single family residence,Built in 1974,"Heat pump, forced air",No data,2 Attached garage spaces,0,5 Acres,$316 price/sqft,2.25% buyers agency fee,950000
Corvallis,OR,97333,1330-SW-Maple-Tree-Ct,Condominium,Built in 1981,"Electric, forced air",No data,1 Carport space,0,$205 monthly HOA fee,$335 price/sqft,2.5% buyers agency fee,380000
Corvallis,OR,97333,4010-SW-West-Hills-Rd,Single family residence,Built in 1917,"Natural gas, forced air",No data,1 Carport space,0,0.61 Acres,$340 price/sqft,3% buyers agency fee,750000
Corvallis,OR,97330,536-NW-30th-St,Single family residence,Built in 1940,"Natural gas, forced air",No data,No garage,0,"2,613 sqft",$516 price/sqft,3% buyers agency fee,349000
Corvallis,OR,97330,3700-NW-Marshall-Dr,Single family residence,Built in 1974,"Heat pump, forced air",No data,2 Attached garage spaces,0,5 Acres,$316 price/sqft,2.25% buyers agency fee,950000
Corvallis,OR,97333,1330-SW-Maple-Tree-Ct,Condominium,Built in 1981,"Electric, forced air",No data,1 Carport space,0,$205 monthly HOA fee,$335 price/sqft,2.5% buyers agency fee,380000
Corvallis,OR,97333,4010-SW-West-Hills-Rd,Single family residence,Built in 1917,"Natural gas, forced air",No data,1 Carport space,0,0.61 Acres,$340 price/sqft,3% buyers agency fee,750000
Corvallis,OR,97330,536-NW-30th-St,Single family residence,Built in 1940,"Natural gas, forced air",No data,No garage,0,"2,613 sqft",$516 price/sqft,3% buyers agency fee,349000
Corvallis,OR,97330,3700-NW-Marshall-Dr,Single family residence,Built in 1974,"Heat pump, forced air",No data,2 Attached garage spaces,0,5 Acres,$316 price/sqft,2.25% buyers agency fee,950000
Corvallis,OR,97333,1330-SW-Maple-Tree-Ct,Condominium,Built in 1981,"Electric, forced air",No data,1 Carport space,0,$205 monthly HOA fee,$335 price/sqft,2.5% buyers agency fee,380000
Corvallis,OR,97333,4010-SW-West-Hills-Rd,Single family residence,Built in 1917,"Natural gas, forced air",No data,1 Carport space,0,0.61 Acres,$340 price/sqft,3% buyers agency fee,750000
Corvallis,OR,97330,536-NW-30th-St,Single family residence,Built in 1940,"Natural gas, forced air",No data,No garage,0,"2,613 sqft",$516 price/sqft,3% buyers agency fee,349000
Corvallis,OR,97330,3700-NW-Marshall-Dr,Single family residence,Built in 1974,"Heat pump, forced air",No data,2 Attached garage spaces,0,5 Acres,$316 price/sqft,2.25% buyers agency fee,950000
Corvallis,OR,97333,1330-SW-Maple-Tree-Ct,Condominium,Built in 1981,"Electric, forced air",No data,1 Carport space,0,$205 monthly HOA fee,$335 price/sqft,2.5% buyers agency fee,380000
Corvallis,OR,97333,4010-SW-West-Hills-Rd,Single family residence,Built in 1917,"Natural gas, forced air",No data,1 Carport space,0,0.61 Acres,$340 price/sqft,3% buyers agency fee,750000
Corvallis,OR,97330,536-NW-30th-St,Single family residence,Built in 1940,"Natural gas, forced air",No data,No garage,0,"2,613 sqft",$516 price/sqft,3% buyers agency fee,349000
Corvallis,OR,97330,3700-NW-Marshall-Dr,Single family residence,Built in 1974,"Heat pump, forced air",No data,2 Attached garage spaces,0,5 Acres,$316 price/sqft,2.25% buyers agency fee,950000
Corvallis,OR,97333,1330-SW-Maple-Tree-Ct,Condominium,Built in 1981,"Electric, forced air",No data,1 Carport space,0,$205 monthly HOA fee,$335 price/sqft,2.5% buyers agency fee,380000
Corvallis,OR,97333,4010-SW-West-Hills-Rd,Single family residence,Built in 1917,"Natural gas, forced air",No data,1 Carport space,0,0.61 Acres,$340 price/sqft,3% buyers agency fee,750000
Corvallis,OR,97330,536-NW-30th-St,Single family residence,Built in 1940,"Natural gas, forced air",No data,No garage,0,"2,613 sqft",$516 price/sqft,3% buyers agency fee,349000
Corvallis,OR,97330,3700-NW-Marshall-Dr,Single family residence,Built in 1974,"Heat pump, forced air",No data,2 Attached garage spaces,0,5 Acres,$316 price/sqft,2.25% buyers agency fee,950000
Corvallis,OR,97333,1330-SW-Maple-Tree-Ct,Condominium,Built in 1981,"Electric, forced air",No data,1 Carport space,0,$205 monthly HOA fee,$335 price/sqft,2.5% buyers agency fee,380000
Corvallis,OR,97333,4010-SW-West-Hills-Rd,Single family residence,Built in 1917,"Natural gas, forced air",No data,1 Carport space,0,0.61 Acres,$340 price/sqft,3% buyers agency fee,750000
Corvallis,OR,97330,536-NW-30th-St,Single family residence,Built in 1940,"Natural gas, forced air",No data,No garage,0,"2,613 sqft",$516 price/sqft,3% buyers agency fee,349000
Corvallis,OR,97330,3700-NW-Marshall-Dr,Single family residence,Built in 1974,"Heat pump, forced air",No data,2 Attached garage spaces,0,5 Acres,$316 price/sqft,2.25% buyers agency fee,950000
Corvallis,OR,97333,1330-SW-Maple-Tree-Ct,Condominium,Built in 1981,"Electric, forced air",No data,1 Carport space,0,$205 monthly HOA fee,$335 price/sqft,2.5% buyers agency fee,380000
Corvallis,OR,97333,4010-SW-West-Hills-Rd,Single family residence,Built in 1917,"Natural gas, forced air",No data,1 Carport space,0,0.61 Acres,$340 price/sqft,3% buyers agency fee,750000
Corvallis,OR,97330,536-NW-30th-St,Single family residence,Built in 1940,"Natural gas, forced air",No data,No garage,0,"2,613 sqft",$516 price/sqft,3% buyers agency fee,349000
Corvallis,OR,97330,3700-NW-Marshall-Dr,Single family residence,Built in 1974,"Heat pump, forced air",No data,2 Attached garage spaces,0,5 Acres,$316 price/sqft,2.25% buyers agency fee,950000
Corvallis,OR,97333,1330-SW-Maple-Tree-Ct,Condominium,Built in 1981,"Electric, forced air",No data,1 Carport space,0,$205 monthly HOA fee,$335 price/sqft,2.5% buyers agency fee,380000
Corvallis,OR,97333,4010-SW-West-Hills-Rd,Single family residence,Built in 1917,"Natural gas, forced air",No data,1 Carport space,0,0.61 Acres,$340 price/sqft,3% buyers agency fee,750000
Corvallis,OR,97330,536-NW-30th-St,Single family residence,Built in 1940,"Natural gas, forced air",No data,No garage,0,"2,613 sqft",$516 price/sqft,3% buyers agency fee,349000
Corvallis,OR,97330,3700-NW-Marshall-Dr,Single family residence,Built in 1974,"Heat pump, forced air",No data,2 Attached garage spaces,0,5 Acres,$316 price/sqft,2.25% buyers agency fee,950000
Corvallis,OR,97333,1330-SW-Maple-Tree-Ct,Condominium,Built in 1981,"Electric, forced air",No data,1 Carport space,0,$205 monthly HOA fee,$335 price/sqft,2.5% buyers agency fee,380000
Corvallis,OR,97333,4010-SW-West-Hills-Rd,Single family residence,Built in 1917,"Natural gas, forced air",No data,1 Carport space,0,0.61 Acres,$340 price/sqft,3% buyers agency fee,750000
Corvallis,OR,97330,536-NW-30th-St,Single family residence,Built in 1940,"Natural gas, forced air",No data,No garage,0,"2,613 sqft",$516 price/sqft,3% buyers agency fee,349000
Corvallis,OR,97330,3700-NW-Marshall-Dr,Single family residence,Built in 1974,"Heat pump, forced air",No data,2 Attached garage spaces,0,5 Acres,$316 price/sqft,2.25% buyers agency fee,950000
Corvallis,OR,97333,1330-SW-Maple-Tree-Ct,Condominium,Built in 1981,"Electric, forced air",No data,1 Carport space,0,$205 monthly HOA fee,$335 price/sqft,2.5% buyers agency fee,380000
Corvallis,OR,97333,4010-SW-West-Hills-Rd,Single family residence,Built in 1917,"Natural gas, forced air",No data,1 Carport space,0,0.61 Acres,$340 price/sqft,3% buyers agency fee,750000
Corvallis,OR,97330,536-NW-30th-St,Single family residence,Built in 1940,"Natural gas, forced air",No data,No garage,0,"2,613 sqft",$516 price/sqft,3% buyers agency fee,349000
Corvallis,OR,97330,3700-NW-Marshall-Dr,Single family residence,Built in 1974,"Heat pump, forced air",No data,2 Attached garage spaces,0,5 Acres,$316 price/sqft,2.25% buyers agency fee,950000
Corvallis,OR,97333,1330-SW-Maple-Tree-Ct,Condominium,Built in 1981,"Electric, forced air",No data,1 Carport space,0,$205 monthly HOA fee,$335 price/sqft,2.5% buyers agency fee,380000
